SITE_NAME,CELL_ID,RAT,AREA,BANDWIDTH,USER_COUNT,PRB_UTILIZATION,BEFORE_MML_RATE,AFTER_MML_RATE,gain,has_begbr,has_dacq,has_fwa,has_rrc,begbr_BestEffortGbr,dacq_DlAmbrLimitFirstRank,dacq_DlAmbrLimitSecRank,dacq_DlAmbrLimitThirdRank,fwa_DlExpBasedSchGuarUserRate,fwa_DlSchPriCoefficient,rrc_res0_limit_num,source
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,99,0.647861,12.9592,11.8228,-1.1363999999999983,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,40,0.323825,17.7023,14.9997,-2.7026000000000003,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,47,0.396608,15.9514,16.0321,0.0807000000000002,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,49,0.40088,16.0321,17.0858,1.0536999999999992,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,47,0.413046,18.9496,16.3924,-2.5572000000000017,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,41,0.370893,16.3924,17.6031,1.2107000000000028,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_B_SUB6G,107,NR,TaiKoo,20,52,0.5633,12.8668,6.644,-6.222799999999999,0,0,1,1,0,0,0,0,5000,5000,1000,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,25,LTE,TaiKoo,20,36,0.524272,12.5356,6.4507,-6.0849,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,112,0.704618,14.9948,4.2885,-10.7063,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,35,LTE,TaiKoo,20,5,0.126021,6.524,3.4394,-3.0846,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,46,0.4933619999999999,15.3694,6.7965,-8.5729,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,25,LTE,TaiKoo,20,36,0.524272,12.5356,6.4507,-6.0849,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,112,0.704618,14.9948,4.2885,-10.7063,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,46,0.4933619999999999,15.3694,6.7965,-8.5729,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_B_SUB6G,107,NR,TaiKoo,20,94,0.9432,2.6296,1.0047,-1.6249,0,0,1,1,0,0,0,0,5000,5000,1000,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,25,LTE,TaiKoo,20,80,0.8362850000000001,2.4183,1.2126,-1.2057,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,191,0.969215,1.601,1.451,-0.1499999999999999,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,35,LTE,TaiKoo,20,13,0.347643,2.4228,1.1944,-1.2284000000000002,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,82,0.723026,7.2305,2.5658,-4.6647,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,25,LTE,TaiKoo,20,91,0.777579,1.2126,1.1254,-0.0871999999999999,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,221,0.923258,1.451,1.164,-0.2870000000000001,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,94,0.64858,2.5658,2.2694,-0.2963999999999998,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,35,LTE,TaiKoo,20,15,0.3608449999999999,0.9826,0.9763,-0.0063,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,35,LTE,TaiKoo,20,13,0.312967,1.4297,1.4675,0.0378,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_B_SUB6G,107,NR,TaiKoo,20,53,0.6894,7.2055,6.1472,-1.0583,0,0,0,1,0,0,0,0,0,0,1000,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,25,LTE,TaiKoo,20,34,0.496422,10.3195,6.6165,-3.703,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,91,0.653642,6.7781,5.1777,-1.6004000000000005,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,35,LTE,TaiKoo,20,4,0.122675,5.6885,2.1368,-3.5517000000000003,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,34,0.325254,19.2083,16.9597,-2.2486,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,25,LTE,TaiKoo,20,34,0.496422,10.3195,6.6165,-3.703,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,91,0.653642,6.7781,5.1777,-1.6004000000000005,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,29,0.323106,20.3147,17.3307,-2.983999999999998,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,57,0.468194,18.2992,6.8425,-11.456699999999998,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,25,LTE,TaiKoo,20,31,0.485897,8.2218,5.2673,-2.9545000000000003,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,43,0.573203,13.7693,11.8943,-1.875,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,35,LTE,TaiKoo,20,11,0.382445,2.1973,3.354,1.1567000000000005,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,38,0.3646009999999999,20.2752,16.1315,-4.143700000000003,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,30,0.407101,16.1315,18.909,2.7775,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,25,LTE,TaiKoo,20,38,0.520649,7.6002,11.0914,3.4912,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,105,0.6692,5.062,9.9804,4.918399999999999,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,47,0.44577,12.7737,16.1089,3.3351999999999986,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,43,0.441436,15.2555,16.7893,1.5338000000000012,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,45,0.383115,16.0335,15.6283,-0.4052000000000006,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,46,0.351368,17.9957,13.7365,-4.2592,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,49,0.472386,13.7365,11.6114,-2.1251,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,35,LTE,TaiKoo,20,16,0.4782439999999999,1.698,1.3271,-0.3709,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,46,0.4219239999999999,14.371,17.8499,3.478900000000001,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,24,0.349496,15.8636,22.0545,6.190900000000001,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,58,0.439777,13.5794,12.6599,-0.9194999999999992,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,25,LTE,TaiKoo,20,25,0.362777,11.2039,10.0584,-1.1455000000000002,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,63,0.442147,12.6599,11.3941,-1.2658000000000005,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,25,LTE,TaiKoo,20,30,0.446639,10.0584,10.0741,0.0156999999999989,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,32,0.4135799999999999,18.5582,18.8011,0.2429000000000023,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,26,0.321792,18.8011,20.1593,1.3582,1,0,0,0,2000,0,0,0,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_B_SUB6G,107,NR,TaiKoo,20,5,0.1249,32.5178,27.917,-4.6008,0,0,1,1,0,0,0,0,5000,5000,1000,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,25,LTE,TaiKoo,20,1,0.041781,23.7108,18.9289,-4.7819,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,6,0.055123,41.1395,43.473,2.333500000000001,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,35,LTE,TaiKoo,20,1,0.050671,13.8798,26.9071,13.0273,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,3,0.062065,27.2914,27.7228,0.4314,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,196,0.897593,1.4464,1.8612,0.4148,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_B_SUB6G,107,NR,TaiKoo,20,56,0.5978,9.8456,10.9089,1.0633,0,0,1,1,0,0,0,0,5000,5000,1000,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,25,LTE,TaiKoo,20,33,0.452051,13.4178,13.3582,-0.0595999999999996,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,101,0.579709,11.8507,16.8389,4.988199999999999,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,35,LTE,TaiKoo,20,5,0.1577,8.3967,11.0242,2.6275000000000013,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,15,LTE,TaiKoo,20,36,0.3616129999999999,19.2613,18.1465,-1.114799999999999,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,257,0.969798,1.1223,1.1672,0.0448999999999999,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,25,LTE,TaiKoo,20,109,0.917683,1.1619,1.0249,-0.137,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,202,0.8880899999999999,1.414,1.989,0.5750000000000002,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,250,0.981556,1.1557,1.1829,0.0272000000000001,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,25,LTE,TaiKoo,20,108,0.8629000000000001,1.046,1.3039,0.2579,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,35,LTE,TaiKoo,20,17,0.359137,0.8383,1.0979,0.2596,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,212,0.935972,1.314,1.8702,0.5562,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,25,LTE,TaiKoo,20,102,0.915988,1.5433,1.6336,0.0903,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,222,0.982684,1.2957,1.2854,-0.0102999999999999,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,25,LTE,TaiKoo,20,99,0.863074,1.1171,1.0817,-0.0353999999999998,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,25,LTE,TaiKoo,20,107,0.892598,1.0817,1.2802,0.1984999999999999,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,198,0.916987,1.3772,1.6966,0.3194000000000001,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,222,0.989799,1.153,1.1304,-0.0225999999999999,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,25,LTE,TaiKoo,20,113,0.920168,1.145,0.9652,-0.1798,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,192,0.93232,1.6253,2.9044,1.2791,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,233,0.98559,1.1322,1.144,0.0117999999999998,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,25,LTE,TaiKoo,20,112,0.86202,0.8605,1.1064,0.2459,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,199,0.945469,1.376,1.7973,0.4213,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,199,0.945469,1.376,1.7973,0.4213,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,238,0.977601,1.1572,1.3372,0.1799999999999999,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,25,LTE,TaiKoo,20,95,0.8240959999999999,1.0934,1.01,-0.0833999999999999,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,25,LTE,TaiKoo,20,103,0.8821089999999999,1.01,1.7811,0.7710999999999999,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,237,0.975462,1.0789,1.2321,0.1532,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,35,LTE,TaiKoo,20,17,0.366195,1.2062,1.564,0.3578000000000001,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,195,0.880339,1.4279,1.8561,0.4282000000000001,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,251,0.964671,1.0721,1.229,0.1569,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,25,LTE,TaiKoo,20,108,0.883606,0.9718,1.1286,0.1568,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
MTUTK_001_TaiKooMTR_A_SUB6G,12,LTE,TaiKoo,20,195,0.903277,1.3839,1.9461,0.5622,1,1,0,0,2000,800000,799999,799998,0,0,0,extracted_529
